"Game.ID","Date","Away.Team","Away.Team.ID","A.Score","away_week","DaysofRest.Away.Team","A_Streak","Home.Team","H.Team.ID","No.of.Players.H","No.of.Players.A","H.Score","home_week","DaysofRest.Home.Team","H_Streak"
677,"26/01/2016","Dallas Mavericks",7,92,47,2,"L 2","Los Angeles Lakers",14,10,11,90,47,3,"L 6"
678,"26/01/2016","Orlando Magic",22,100,44,1,"L 6","Milwaukee Bucks",17,10,10,107,47,3,"L 2"
679,"26/01/2016","Oklahoma City Thunder",21,128,47,2,"L 1","New York Knicks",20,9,12,122,47,3,"L 2"
680,"26/01/2016","Phoenix Suns",24,103,46,3,"W 1","Philadelphia 76ers",23,10,10,113,46,2,"L 1"
681,"26/01/2016","Sacramento Kings",26,97,45,1,"L 1","Portland Trail Blazers",25,11,12,112,47,3,"W 1"
682,"26/01/2016","Washington Wizards",30,89,43,1,"L 1","Toronto Raptors",28,12,12,106,45,2,"W 8"
683,"27/01/2016","Los Angeles Clippers",13,85,46,1,"W 1","Atlanta Hawks",1,10,11,83,47,2,"W 1"
684,"27/01/2016","Denver Nuggets",8,103,46,2,"L 1","Boston Celtics",2,12,11,111,47,2,"W 3"
685,"27/01/2016","Phoenix Suns",24,93,47,1,"L 1","Cleveland Cavaliers",6,10,12,115,44,2,"W 1"
686,"27/01/2016","Philadelphia 76ers",23,97,47,1,"W 1","Detroit Pistons",9,9,10,110,46,2,"W 1"
687,"27/01/2016","Dallas Mavericks",7,107,48,1,"W 1","Golden State Warriors",10,12,12,127,46,2,"W 4"
688,"27/01/2016","Oklahoma City Thunder",21,126,48,1,"W 1","Minnesota Timberwolves",18,11,10,123,47,2,"L 1"
689,"27/01/2016","Houston Rockets",11,99,48,2,"W 3","San Antonio Spurs",27,11,12,130,46,2,"L 1"
690,"27/01/2016","Charlotte Hornets",4,73,46,2,"W 3","Utah Jazz",29,11,12,102,45,2,"L 1"
691,"28/01/2016","Atlanta Hawks",1,92,48,1,"L 1","Indiana Pacers",12,12,12,111,46,2,"L 3"
692,"28/01/2016","Chicago Bulls",5,114,45,3,"L 1","Los Angeles Lakers",14,11,12,91,48,2,"L 7"
693,"28/01/2016","Milwaukee Bucks",17,83,48,2,"W 1","Memphis Grizzlies",15,11,12,103,47,3,"W 1"
694,"28/01/2016","Sacramento Kings",26,105,46,2,"L 2","New Orleans Pelicans",19,10,11,114,45,3,"L 1"
695,"28/01/2016","New York Knicks",20,93,48,2,"L 3","Toronto Raptors",28,10,11,103,46,2,"W 9"
696,"28/01/2016","Denver Nuggets",8,117,47,1,"L 2","Washington Wizards",30,11,11,113,44,2,"L 2"
697,"29/01/2016","Orlando Magic",22,94,45,3,"L 7","Boston Celtics",2,12,12,113,48,2,"W 4"
698,"29/01/2016","Brooklyn Nets",3,79,47,3,"L 1","Dallas Mavericks",7,11,12,91,49,2,"L 1"
699,"29/01/2016","Cleveland Cavaliers",6,114,45,2,"W 2","Detroit Pistons",9,11,12,106,47,2,"W 2"
700,"29/01/2016","Los Angeles Lakers",14,93,49,1,"L 8","Los Angeles Clippers",13,9,12,105,47,2,"W 2"
701,"29/01/2016","Miami Heat",16,107,47,3,"W 2","Milwaukee Bucks",17,9,10,103,49,1,"L 1"
702,"29/01/2016","Phoenix Suns",24,84,48,2,"L 2","New York Knicks",20,11,12,102,49,1,"L 4"
703,"29/01/2016","Houston Rockets",11,108,49,2,"L 1","Oklahoma City Thunder",21,10,10,116,49,2,"W 2"
704,"29/01/2016","Charlotte Hornets",4,91,47,2,"L 1","Portland Trail Blazers",25,10,10,109,48,3,"W 2"
705,"29/01/2016","Minnesota Timberwolves",18,90,48,2,"L 2","Utah Jazz",29,9,12,103,46,2,"W 1"
706,"30/01/2016","San Antonio Spurs",27,103,47,3,"W 1","Cleveland Cavaliers",6,12,11,117,46,1,"W 3"
707,"30/01/2016","Washington Wizards",30,123,45,2,"L 3","Houston Rockets",11,11,11,122,50,1,"L 2"
708,"30/01/2016","Denver Nuggets",8,105,48,2,"W 1","Indiana Pacers",12,10,11,109,47,2,"W 1"
709,"30/01/2016","Sacramento Kings",26,117,47,2,"L 3","Memphis Grizzlies",15,10,11,121,48,2,"W 2"
710,"30/01/2016","Brooklyn Nets",3,103,48,1,"L 2","New Orleans Pelicans",19,10,10,105,46,2,"W 1"
711,"30/01/2016","Golden State Warriors",10,108,47,3,"W 5","Philadelphia 76ers",23,11,11,105,48,3,"L 1"
712,"30/01/2016","Detroit Pistons",9,107,48,1,"L 1","Toronto Raptors",28,9,10,111,47,2,"W 10"
713,"31/01/2016","Phoenix Suns",24,78,49,2,"L 3","Dallas Mavericks",7,9,12,91,50,2,"W 1"
714,"31/01/2016","Chicago Bulls",5,93,46,3,"W 1","Los Angeles Clippers",13,11,12,120,48,2,"W 3"
715,"31/01/2016","Charlotte Hornets",4,101,48,2,"L 2","Los Angeles Lakers",14,11,12,82,50,2,"L 9"
716,"31/01/2016","Atlanta Hawks",1,87,49,3,"L 2","Miami Heat",16,12,12,105,48,2,"W 3"
717,"31/01/2016","Golden State Warriors",10,116,48,1,"W 6","New York Knicks",20,12,12,95,50,2,"W 1"
718,"31/01/2016","Boston Celtics",2,114,49,2,"W 5","Orlando Magic",22,10,10,119,46,2,"L 8"
719,"31/01/2016","Minnesota Timberwolves",18,93,49,2,"L 3","Portland Trail Blazers",25,10,10,96,49,2,"W 3"
720,"01/02/2016","Dallas Mavericks",7,97,51,1,"W 2","Atlanta Hawks",1,12,12,112,50,1,"L 3"
721,"01/02/2016","Detroit Pistons",9,105,49,2,"L 2","Brooklyn Nets",3,10,11,100,49,2,"L 3"
722,"01/02/2016","Toronto Raptors",28,93,48,2,"W 11","Denver Nuggets",8,12,12,112,49,2,"L 1"
723,"01/02/2016","Cleveland Cavaliers",6,111,47,2,"W 4","Indiana Pacers",12,9,11,106,48,2,"W 2"
724,"01/02/2016","Memphis Grizzlies",15,110,49,2,"W 3","New Orleans Pelicans",19,10,11,95,47,2,"W 2"
725,"01/02/2016","Washington Wizards",30,98,46,2,"W 1","Oklahoma City Thunder",21,12,12,114,50,3,"W 3"
726,"01/02/2016","Milwaukee Bucks",17,104,50,3,"L 2","Sacramento Kings",26,9,10,111,48,2,"L 4"
727,"01/02/2016","Orlando Magic",22,92,47,1,"W 1","San Antonio Spurs",27,12,12,107,48,2,"L 1"
728,"01/02/2016","Chicago Bulls",5,96,47,1,"L 1","Utah Jazz",29,10,11,105,47,3,"W 2"
729,"02/02/2016","Miami Heat",16,102,49,2,"W 4","Houston Rockets",11,12,12,115,51,3,"L 3"
730,"02/02/2016","Minnesota Timberwolves",18,115,50,2,"L 4","Los Angeles Lakers",14,11,10,119,51,2,"L 10"
731,"02/02/2016","Boston Celtics",2,97,50,2,"L 1","New York Knicks",20,10,11,89,51,2,"L 1"
732,"02/02/2016","Toronto Raptors",28,104,49,1,"L 1","Phoenix Suns",24,9,11,97,50,2,"L 4"
733,"02/02/2016","Milwaukee Bucks",17,95,51,1,"L 3","Portland Trail Blazers",25,11,12,107,50,2,"W 4"
734,"03/02/2016","Detroit Pistons",9,95,50,2,"W 1","Boston Celtics",2,10,11,102,51,1,"W 1"
735,"03/02/2016","Indiana Pacers",12,114,49,2,"L 1","Brooklyn Nets",3,11,12,100,50,2,"L 4"
736,"03/02/2016","Cleveland Cavaliers",6,97,48,2,"W 5","Charlotte Hornets",4,10,11,106,49,3,"W 1"
737,"03/02/2016","Miami Heat",16,93,50,1,"L 1","Dallas Mavericks",7,10,9,90,52,2,"L 1"
738,"03/02/2016","Minnesota Timberwolves",18,108,51,1,"L 5","Los Angeles Clippers",13,9,12,102,49,3,"W 4"
739,"03/02/2016","Orlando Magic",22,114,48,2,"L 1","Oklahoma City Thunder",21,9,11,117,51,2,"W 4"
740,"03/02/2016","Atlanta Hawks",1,124,51,2,"W 1","Philadelphia 76ers",23,12,12,86,49,4,"L 2"
741,"03/02/2016","Chicago Bulls",5,107,48,2,"L 2","Sacramento Kings",26,9,10,102,49,2,"W 1"
742,"03/02/2016","New Orleans Pelicans",19,97,48,2,"L 1","San Antonio Spurs",27,10,12,110,49,2,"W 1"
743,"03/02/2016","Denver Nuggets",8,81,50,2,"W 1","Utah Jazz",29,9,12,85,48,2,"W 3"
744,"03/02/2016","Golden State Warriors",10,134,49,3,"W 7","Washington Wizards",30,10,12,121,47,2,"L 1"
745,"04/02/2016","New York Knicks",20,105,52,2,"L 2","Detroit Pistons",9,11,10,111,51,1,"L 1"
746,"04/02/2016","Los Angeles Lakers",14,99,52,2,"W 1","New Orleans Pelicans",19,9,11,96,49,1,"L 2"
747,"04/02/2016","Houston Rockets",11,111,52,2,"W 1","Phoenix Suns",24,10,10,105,51,2,"L 5"
748,"04/02/2016","Toronto Raptors",28,110,50,2,"W 1","Portland Trail Blazers",25,9,10,103,51,2,"W 5"
749,"05/02/2016","Indiana Pacers",12,96,50,2,"W 1","Atlanta Hawks",1,10,11,102,52,2,"W 2"
750,"05/02/2016","Sacramento Kings",26,119,50,2,"L 1","Brooklyn Nets",3,11,11,128,51,2,"L 5"
751,"05/02/2016","Miami Heat",16,98,51,2,"W 1","Charlotte Hornets",4,9,11,95,50,2,"W 2"
752,"05/02/2016","Boston Celtics",2,104,52,2,"W 2","Cleveland Cavaliers",6,10,10,103,49,2,"L 1"
753,"05/02/2016","San Antonio Spurs",27,116,50,2,"W 2","Dallas Mavericks",7,12,12,90,53,2,"L 2"
754,"05/02/2016","Chicago Bulls",5,110,49,2,"W 1","Denver Nuggets",8,11,11,115,51,2,"L 1"
755,"05/02/2016","Memphis Grizzlies",15,91,50,4,"W 4","New York Knicks",20,10,11,85,53,1,"L 3"
756,"05/02/2016","Los Angeles Clippers",13,107,50,2,"L 1","Orlando Magic",22,12,12,93,49,2,"L 2"
757,"05/02/2016","Milwaukee Bucks",17,81,52,3,"L 4","Utah Jazz",29,10,12,84,49,2,"W 4"
758,"05/02/2016","Philadelphia 76ers",23,94,50,2,"L 3","Washington Wizards",30,10,12,106,48,2,"L 2"
759,"06/02/2016","Washington Wizards",30,104,49,1,"W 1","Charlotte Hornets",4,10,10,108,51,1,"L 1"
760,"06/02/2016","New Orleans Pelicans",19,84,50,2,"L 3","Cleveland Cavaliers",6,9,11,99,50,1,"L 2"
761,"06/02/2016","Oklahoma City Thunder",21,108,52,3,"W 5","Golden State Warriors",10,9,11,116,50,3,"W 8"
762,"06/02/2016","Portland Trail Blazers",25,96,52,2,"L 1","Houston Rockets",11,9,12,79,53,2,"W 2"
763,"06/02/2016","Detroit Pistons",9,104,52,2,"W 1","Indiana Pacers",12,10,12,112,51,1,"L 1"
764,"06/02/2016","Dallas Mavericks",7,114,54,1,"L 3","Memphis Grizzlies",15,12,11,110,51,1,"W 5"
765,"06/02/2016","Chicago Bulls",5,105,50,1,"L 1","Minnesota Timberwolves",18,10,10,112,52,3,"W 1"
766,"06/02/2016","Brooklyn Nets",3,98,52,1,"W 1","Philadelphia 76ers",23,10,11,103,51,1,"L 4"
767,"06/02/2016","Utah Jazz",29,98,50,1,"W 5","Phoenix Suns",24,10,11,89,52,2,"L 6"
768,"06/02/2016","Los Angeles Lakers",14,102,53,2,"W 2","San Antonio Spurs",27,10,11,106,51,1,"W 3"
769,"07/02/2016","Sacramento Kings",26,119,51,2,"L 2","Boston Celtics",2,10,11,128,53,2,"W 3"
770,"07/02/2016","Los Angeles Clippers",13,100,51,2,"W 1","Miami Heat",16,10,10,93,52,2,"W 2"
771,"07/02/2016","Denver Nuggets",8,101,52,2,"W 1","New York Knicks",20,10,12,96,54,2,"L 4"
772,"07/02/2016","Atlanta Hawks",1,94,53,2,"W 3","Orlando Magic",22,10,10,96,50,2,"L 3"
773,"08/02/2016","Orlando Magic",22,117,51,1,"W 1","Atlanta Hawks",1,10,11,110,54,1,"L 1"
774,"08/02/2016","Denver Nuggets",8,104,53,1,"W 2","Brooklyn Nets",3,10,11,105,53,2,"L 1"
775,"08/02/2016","Chicago Bulls",5,91,51,2,"L 2","Charlotte Hornets",4,11,10,108,52,2,"W 1"
776,"08/02/2016","Sacramento Kings",26,100,52,1,"L 3","Cleveland Cavaliers",6,11,12,120,51,2,"W 1"
777,"08/02/2016","Toronto Raptors",28,103,51,4,"W 2","Detroit Pistons",9,12,10,89,53,2,"L 1"
778,"08/02/2016","Los Angeles Lakers",14,87,54,2,"L 1","Indiana Pacers",12,10,11,89,52,2,"W 1"
779,"08/02/2016","Portland Trail Blazers",25,112,53,2,"W 1","Memphis Grizzlies",15,10,12,106,52,2,"L 1"
780,"08/02/2016","New Orleans Pelicans",19,116,51,2,"L 4","Minnesota Timberwolves",18,11,12,102,53,2,"W 2"
781,"08/02/2016","Los Angeles Clippers",13,98,52,1,"W 2","Philadelphia 76ers",23,9,10,92,52,2,"W 1"
782,"08/02/2016","Oklahoma City Thunder",21,122,53,2,"L 1","Phoenix Suns",24,11,10,106,53,2,"L 7"
783,"09/02/2016","Utah Jazz",29,121,51,3,"W 6","Dallas Mavericks",7,10,10,119,55,3,"W 1"
784,"09/02/2016","Houston Rockets",11,110,54,3,"L 1","Golden State Warriors",10,10,11,123,51,3,"W 9"
785,"09/02/2016","San Antonio Spurs",27,119,52,3,"W 4","Miami Heat",16,11,12,101,53,2,"L 1"
786,"09/02/2016","Boston Celtics",2,111,54,2,"W 4","Milwaukee Bucks",17,10,10,112,53,4,"L 5"
787,"09/02/2016","Washington Wizards",30,111,50,3,"L 1","New York Knicks",20,11,11,108,55,2,"L 5"
788,"10/02/2016","Los Angeles Clippers",13,134,53,2,"W 3","Boston Celtics",2,11,11,139,55,1,"L 1"
789,"10/02/2016","Memphis Grizzlies",15,109,53,2,"L 2","Brooklyn Nets",3,10,12,90,54,2,"W 1"
790,"10/02/2016","Atlanta Hawks",1,113,55,2,"L 2","Chicago Bulls",5,12,12,90,52,2,"L 3"
791,"10/02/2016","Los Angeles Lakers",14,111,55,2,"L 2","Cleveland Cavaliers",6,9,12,120,52,2,"W 2"
792,"10/02/2016","Denver Nuggets",8,103,54,2,"L 1","Detroit Pistons",9,9,9,92,54,2,"L 2"
793,"10/02/2016","Charlotte Hornets",4,117,53,2,"W 2","Indiana Pacers",12,12,12,95,53,2,"W 2"
794,"10/02/2016","Toronto Raptors",28,112,52,2,"W 3","Minnesota Timberwolves",18,11,10,117,54,2,"L 1"
795,"10/02/2016","Utah Jazz",29,96,52,1,"W 7","New Orleans Pelicans",19,10,11,100,52,2,"W 1"
796,"10/02/2016","San Antonio Spurs",27,98,53,1,"W 5","Orlando Magic",22,12,10,96,52,2,"W 2"
797,"10/02/2016","Sacramento Kings",26,114,53,2,"L 4","Philadelphia 76ers",23,10,11,110,53,2,"L 1"
798,"10/02/2016","Golden State Warriors",10,112,52,1,"W 10","Phoenix Suns",24,12,9,104,54,2,"L 8"
799,"10/02/2016","Houston Rockets",11,103,55,1,"L 2","Portland Trail Blazers",25,11,12,116,54,2,"W 2"
800,"11/02/2016","Washington Wizards",30,92,51,2,"W 1","Milwaukee Bucks",17,11,10,99,54,2,"W 1"
801,"11/02/2016","New Orleans Pelicans",19,95,53,1,"W 2","Oklahoma City Thunder",21,10,12,121,54,3,"W 1"
802,"18/02/2016","Chicago Bulls",5,95,53,0,"L 4","Cleveland Cavaliers",6,11,11,106,53,0,"W 3"
803,"18/02/2016","San Antonio Spurs",27,86,54,0,"W 6","Los Angeles Clippers",13,12,11,105,54,0,"L 1"
804,"18/02/2016","Utah Jazz",29,89,53,0,"L 1","Washington Wizards",30,11,12,103,52,0,"L 1"
805,"19/02/2016","Miami Heat",16,115,54,0,"L 2","Atlanta Hawks",1,10,11,111,56,0,"W 1"
806,"19/02/2016","New York Knicks",20,98,56,0,"L 6","Brooklyn Nets",3,11,11,109,55,0,"L 1"
807,"19/02/2016","Toronto Raptors",28,106,53,0,"L 1","Chicago Bulls",5,10,11,116,54,0,"L 5"
808,"19/02/2016","San Antonio Spurs",27,119,55,0,"L 1","Los Angeles Lakers",14,12,10,113,56,0,"L 3"
809,"19/02/2016","Minnesota Timberwolves",18,104,55,0,"W 1","Memphis Grizzlies",15,10,12,109,54,0,"W 1"
810,"19/02/2016","Charlotte Hornets",4,98,54,0,"W 3","Milwaukee Bucks",17,9,9,95,55,0,"W 2"
811,"19/02/2016","Philadelphia 76ers",23,114,54,0,"L 2","New Orleans Pelicans",19,12,11,121,54,0,"L 1"
812,"19/02/2016","Indiana Pacers",12,101,54,0,"L 1","Oklahoma City Thunder",21,10,11,98,55,0,"W 2"
813,"19/02/2016","Dallas Mavericks",7,104,56,0,"L 1","Orlando Magic",22,11,11,110,53,0,"L 1"
814,"19/02/2016","Houston Rockets",11,116,56,0,"L 3","Phoenix Suns",24,11,11,100,55,0,"L 9"
815,"19/02/2016","Golden State Warriors",10,105,53,0,"W 11","Portland Trail Blazers",25,12,12,137,55,0,"W 3"
816,"19/02/2016","Denver Nuggets",8,110,55,0,"W 1","Sacramento Kings",26,10,11,116,54,0,"W 1"
817,"19/02/2016","Boston Celtics",2,93,56,0,"W 1","Utah Jazz",29,12,12,111,54,1,"L 2"
818,"19/02/2016","Detroit Pistons",9,86,55,0,"L 3","Washington Wizards",30,11,12,98,53,1,"W 1"
819,"20/02/2016","Milwaukee Bucks",17,117,56,1,"L 1","Atlanta Hawks",1,8,11,109,57,1,"L 1"
820,"20/02/2016","Golden State Warriors",10,115,54,1,"L 1","Los Angeles Clippers",13,12,12,112,55,2,"W 1"
821,"20/02/2016","Washington Wizards",30,94,54,1,"W 2","Miami Heat",16,12,11,114,55,1,"W 1"
822,"20/02/2016","New York Knicks",20,103,57,1,"L 7","Minnesota Timberwolves",18,10,10,95,56,1,"L 1"
823,"21/02/2016","Charlotte Hornets",4,104,55,2,"W 4","Brooklyn Nets",3,10,12,96,56,2,"W 1"
824,"21/02/2016","Los Angeles Lakers",14,115,57,2,"L 4","Chicago Bulls",5,9,11,126,55,2,"W 1"
825,"21/02/2016","Philadelphia 76ers",23,103,55,2,"L 3","Dallas Mavericks",7,12,12,129,57,2,"L 2"
826,"21/02/2016","Boston Celtics",2,121,57,2,"L 1","Denver Nuggets",8,12,12,101,56,2,"L 1"
827,"21/02/2016","New Orleans Pelicans",19,111,55,2,"W 1","Detroit Pistons",9,11,11,106,56,2,"L 4"
828,"21/02/2016","Cleveland Cavaliers",6,115,54,3,"W 4","Oklahoma City Thunder",21,10,12,92,56,2,"L 1"
829,"21/02/2016","Indiana Pacers",12,105,55,2,"W 1","Orlando Magic",22,10,11,102,54,2,"W 1"
830,"21/02/2016","San Antonio Spurs",27,118,56,2,"W 1","Phoenix Suns",24,11,11,111,56,2,"L 10"
831,"21/02/2016","Utah Jazz",29,111,55,2,"W 1","Portland Trail Blazers",25,11,11,115,56,2,"W 4"
832,"21/02/2016","Memphis Grizzlies",15,85,55,2,"W 2","Toronto Raptors",28,10,10,98,54,2,"L 2"
833,"22/02/2016","Golden State Warriors",10,102,55,2,"W 1","Atlanta Hawks",1,10,11,92,58,2,"L 2"
834,"22/02/2016","Detroit Pistons",9,96,57,1,"L 5","Cleveland Cavaliers",6,9,11,88,55,1,"W 5"
835,"22/02/2016","Phoenix Suns",24,84,57,1,"L 11","Los Angeles Clippers",13,10,12,124,56,2,"L 1"
836,"22/02/2016","Indiana Pacers",12,93,56,1,"W 2","Miami Heat",16,10,11,101,56,2,"W 2"
837,"22/02/2016","Los Angeles Lakers",14,101,58,1,"L 5","Milwaukee Bucks",17,12,11,108,57,2,"W 1"
838,"22/02/2016","Boston Celtics",2,122,58,1,"W 1","Minnesota Timberwolves",18,10,11,124,57,2,"L 2"
839,"22/02/2016","Toronto Raptors",28,122,55,1,"W 1","New York Knicks",20,12,12,95,58,2,"W 1"
840,"23/02/2016","Sacramento Kings",26,114,55,4,"W 2","Denver Nuggets",8,10,11,110,57,2,"L 2"
841,"23/02/2016","Orlando Magic",22,124,55,2,"L 1","Philadelphia 76ers",23,10,12,115,56,2,"L 4"
842,"23/02/2016","Brooklyn Nets",3,104,57,2,"L 1","Portland Trail Blazers",25,10,11,112,57,2,"W 5"
843,"23/02/2016","Houston Rockets",11,114,57,4,"W 1","Utah Jazz",29,11,12,117,56,2,"L 1"
844,"23/02/2016","New Orleans Pelicans",19,89,56,2,"W 2","Washington Wizards",30,11,12,109,55,3,"L 1"
845,"24/02/2016","Washington Wizards",30,104,56,1,"W 1","Chicago Bulls",5,10,11,109,56,3,"W 2"
846,"24/02/2016","Charlotte Hornets",4,103,56,3,"W 5","Cleveland Cavaliers",6,12,12,114,56,2,"L 1"
847,"24/02/2016","Oklahoma City Thunder",21,116,57,3,"L 2","Dallas Mavericks",7,12,12,103,58,3,"W 1"
848,"24/02/2016","Philadelphia 76ers",23,91,57,1,"L 5","Detroit Pistons",9,11,12,111,58,2,"W 1"
849,"24/02/2016","New York Knicks",20,105,59,2,"L 1","Indiana Pacers",12,9,11,108,57,2,"L 1"
850,"24/02/2016","Denver Nuggets",8,87,58,1,"L 3","Los Angeles Clippers",13,10,12,81,57,2,"W 1"
851,"24/02/2016","Los Angeles Lakers",14,119,59,2,"L 6","Memphis Grizzlies",15,10,12,128,56,3,"L 1"
852,"24/02/2016","Golden State Warriors",10,118,56,2,"W 2","Miami Heat",16,10,10,112,57,2,"W 3"
853,"24/02/2016","San Antonio Spurs",27,108,57,3,"W 2","Sacramento Kings",26,12,12,92,56,1,"W 3"
854,"24/02/2016","Minnesota Timberwolves",18,105,58,2,"W 1","Toronto Raptors",28,10,12,114,56,2,"W 2"
855,"25/02/2016","Milwaukee Bucks",17,107,58,3,"W 2","Boston Celtics",2,11,11,112,59,3,"L 1"
856,"25/02/2016","Oklahoma City Thunder",21,119,58,1,"W 1","New Orleans Pelicans",19,10,11,123,57,2,"L 1"
857,"25/02/2016","Golden State Warriors",10,130,57,1,"W 3","Orlando Magic",22,12,12,114,56,2,"W 1"
858,"25/02/2016","Brooklyn Nets",3,116,58,2,"L 2","Phoenix Suns",24,11,12,106,58,3,"L 12"
859,"25/02/2016","Houston Rockets",11,119,58,2,"L 1","Portland Trail Blazers",25,11,12,105,58,2,"W 6"
860,"25/02/2016","San Antonio Spurs",27,96,58,1,"W 3","Utah Jazz",29,12,12,78,57,2,"W 1"
861,"26/02/2016","Chicago Bulls",5,88,57,2,"W 3","Atlanta Hawks",1,11,12,103,59,4,"L 3"
862,"26/02/2016","Denver Nuggets",8,116,59,2,"W 1","Dallas Mavericks",7,11,11,122,59,2,"L 1"
863,"26/02/2016","Charlotte Hornets",4,96,57,2,"L 1","Indiana Pacers",12,9,11,95,58,2,"W 1"
864,"26/02/2016","Memphis Grizzlies",15,112,57,2,"W 1","Los Angeles Lakers",14,11,12,95,60,2,"L 7"
865,"26/02/2016","Orlando Magic",22,95,57,1,"L 1","New York Knicks",20,12,11,108,60,2,"L 2"
866,"26/02/2016","Washington Wizards",30,103,57,2,"L 1","Philadelphia 76ers",23,10,11,94,58,2,"L 6"
867,"26/02/2016","Los Angeles Clippers",13,117,58,2,"L 1","Sacramento Kings",26,10,11,107,57,2,"L 1"
868,"26/02/2016","Cleveland Cavaliers",6,97,57,2,"W 1","Toronto Raptors",28,10,11,99,57,2,"W 3"
869,"27/02/2016","Miami Heat",16,89,58,3,"L 1","Boston Celtics",2,9,11,101,60,2,"W 1"
870,"27/02/2016","Portland Trail Blazers",25,103,59,2,"L 1","Chicago Bulls",5,10,11,95,58,1,"L 1"
871,"27/02/2016","San Antonio Spurs",27,104,59,2,"W 4","Houston Rockets",11,12,12,94,59,2,"W 1"
872,"27/02/2016","Detroit Pistons",9,102,59,3,"W 2","Milwaukee Bucks",17,10,12,91,59,2,"L 1"
873,"27/02/2016","Minnesota Timberwolves",18,112,59,3,"L 1","New Orleans Pelicans",19,9,11,110,58,2,"W 1"
874,"27/02/2016","Golden State Warriors",10,121,58,2,"W 4","Oklahoma City Thunder",21,11,10,118,59,2,"L 1"
875,"27/02/2016","Memphis Grizzlies",15,106,58,1,"W 2","Phoenix Suns",24,10,11,111,59,2,"L 13"
876,"27/02/2016","Brooklyn Nets",3,98,59,2,"W 1","Utah Jazz",29,10,12,96,58,2,"L 1"
877,"28/02/2016","Charlotte Hornets",4,76,58,2,"W 1","Atlanta Hawks",1,9,11,87,60,2,"W 1"
878,"28/02/2016","Minnesota Timberwolves",18,101,60,1,"W 1","Dallas Mavericks",7,9,12,128,60,2,"W 1"
879,"28/02/2016","Toronto Raptors",28,101,58,2,"W 4","Detroit Pistons",9,12,12,114,60,1,"W 3"
880,"28/02/2016","Portland Trail Blazers",25,111,60,1,"W 1","Indiana Pacers",12,9,12,102,59,2,"L 1"
881,"28/02/2016","Miami Heat",16,98,59,1,"L 2","New York Knicks",20,8,10,81,61,2,"W 1"
882,"28/02/2016","Philadelphia 76ers",23,116,59,2,"L 7","Orlando Magic",22,9,10,130,58,2,"L 2"
883,"28/02/2016","Cleveland Cavaliers",6,99,58,2,"L 1","Washington Wizards",30,10,12,113,58,2,"W 1"
884,"29/02/2016","Utah Jazz",29,95,59,2,"L 2","Boston Celtics",2,9,11,100,61,2,"W 2"
885,"29/02/2016","Indiana Pacers",12,96,60,1,"L 2","Cleveland Cavaliers",6,10,10,100,59,1,"L 2"
886,"29/02/2016","Memphis Grizzlies",15,103,59,2,"L 1","Denver Nuggets",8,10,10,96,60,3,"L 1"
887,"29/02/2016","Brooklyn Nets",3,95,60,2,"W 2","Los Angeles Clippers",13,12,11,105,59,3,"W 1"
888,"29/02/2016","Houston Rockets",11,121,60,2,"L 1","Milwaukee Bucks",17,10,10,128,60,2,"L 2"
889,"29/02/2016","Oklahoma City Thunder",21,131,60,2,"L 2","Sacramento Kings",26,12,11,116,58,3,"L 2"
890,"29/02/2016","Philadelphia 76ers",23,108,60,1,"L 8","Washington Wizards",30,9,10,116,59,1,"W 2"
891,"01/03/2016","Phoenix Suns",24,92,60,3,"W 1","Charlotte Hornets",4,10,12,126,59,2,"L 1"
892,"01/03/2016","Orlando Magic",22,108,59,2,"W 1","Dallas Mavericks",7,12,12,121,61,2,"W 2"
893,"01/03/2016","Atlanta Hawks",1,105,61,2,"W 2","Golden State Warriors",10,10,12,109,59,3,"W 5"
894,"01/03/2016","Brooklyn Nets",3,101,61,1,"L 1","Los Angeles Lakers",14,11,12,107,61,4,"L 8"
895,"01/03/2016","Chicago Bulls",5,111,59,3,"L 2","Miami Heat",16,12,9,129,60,2,"W 1"
896,"01/03/2016","Portland Trail Blazers",25,104,61,2,"W 2","New York Knicks",20,12,12,85,62,2,"L 1"
897,"02/03/2016","Portland Trail Blazers",25,93,62,1,"W 3","Boston Celtics",2,12,12,116,62,2,"W 3"
898,"02/03/2016","Los Angeles Lakers",14,107,62,1,"W 1","Denver Nuggets",8,10,10,117,61,2,"L 2"
899,"02/03/2016","New Orleans Pelicans",19,95,59,4,"L 1","Houston Rockets",11,10,10,100,61,2,"L 2"
900,"02/03/2016","Oklahoma City Thunder",21,98,61,2,"W 1","Los Angeles Clippers",13,10,11,103,60,2,"W 2"
901,"02/03/2016","Sacramento Kings",26,98,59,2,"L 3","Memphis Grizzlies",15,10,12,104,60,2,"W 1"
902,"02/03/2016","Indiana Pacers",12,104,61,2,"L 3","Milwaukee Bucks",17,10,9,99,61,2,"W 1"
903,"02/03/2016","Washington Wizards",30,104,60,2,"W 3","Minnesota Timberwolves",18,10,11,98,61,3,"L 1"
904,"02/03/2016","Chicago Bulls",5,89,60,1,"L 3","Orlando Magic",22,11,12,102,60,1,"L 1"
905,"02/03/2016","Charlotte Hornets",4,119,60,1,"W 1","Philadelphia 76ers",23,12,11,99,61,2,"L 9"
906,"02/03/2016","Detroit Pistons",9,81,61,3,"W 4","San Antonio Spurs",27,9,12,97,60,4,"W 5"
